stu_id,gender,age,course_id,grade,activity_start,activity_end,activity_type,activity_description
15,Male,23.0,2,64,2025-05-09 09:10:39,2025-05-09 09:34:39,Forum,Course 4 - Look
15,Male,23.0,1,85,2025-05-09 09:10:39,2025-05-09 09:34:39,Forum,Course 4 - Look
15,Male,23.0,5,93,2025-05-09 09:02:39,2025-05-09 09:32:39,Forum,Course 4 - Look
15,Male,23.0,4,84,2025-05-09 09:02:39,2025-05-09 09:32:39,Forum,Course 4 - Look
15,Male,23.0,3,68,2025-05-09 09:02:39,2025-05-09 09:32:39,Forum,Course 4 - Look
15,Male,23.0,2,64,2025-05-09 09:02:39,2025-05-09 09:32:39,Forum,Course 4 - Look
15,Male,23.0,1,85,2025-05-09 09:02:39,2025-05-09 09:32:39,Forum,Course 4 - Look
15,Male,23.0,5,93,2025-05-05 17:43:06,2025-05-05 18:08:06,Individual Assignment,Course 4 - Purpose
15,Male,23.0,4,84,2025-05-05 17:43:06,2025-05-05 18:08:06,Individual Assignment,Course 4 - Purpose
15,Male,23.0,3,68,2025-05-05 17:43:06,2025-05-05 18:08:06,Individual Assignment,Course 4 - Purpose
15,Male,23.0,2,64,2025-05-05 17:43:06,2025-05-05 18:08:06,Individual Assignment,Course 4 - Purpose
15,Male,23.0,1,85,2025-05-05 17:43:06,2025-05-05 18:08:06,Individual Assignment,Course 4 - Purpose
15,Male,23.0,5,93,2025-05-05 17:46:06,2025-05-05 17:58:06,Individual Assignment,Course 4 - Purpose
15,Male,23.0,4,84,2025-05-05 17:46:06,2025-05-05 17:58:06,Individual Assignment,Course 4 - Purpose
15,Male,23.0,3,68,2025-05-05 17:46:06,2025-05-05 17:58:06,Individual Assignment,Course 4 - Purpose
15,Male,23.0,2,64,2025-05-05 17:46:06,2025-05-05 17:58:06,Individual Assignment,Course 4 - Purpose
15,Male,23.0,1,85,2025-05-05 17:46:06,2025-05-05 17:58:06,Individual Assignment,Course 4 - Purpose
15,Male,23.0,5,93,2025-05-05 17:42:06,2025-05-05 18:01:06,Individual Assignment,Course 4 - Purpose
15,Male,23.0,4,84,2025-05-05 17:42:06,2025-05-05 18:01:06,Individual Assignment,Course 4 - Purpose
15,Male,23.0,3,68,2025-05-05 17:42:06,2025-05-05 18:01:06,Individual Assignment,Course 4 - Purpose
15,Male,23.0,2,64,2025-05-05 17:42:06,2025-05-05 18:01:06,Individual Assignment,Course 4 - Purpose
15,Male,23.0,1,85,2025-05-05 17:42:06,2025-05-05 18:01:06,Individual Assignment,Course 4 - Purpose
15,Male,23.0,5,93,2025-04-24 12:13:04,2025-04-24 12:39:04,Group Assignment,Course 5 - Their
15,Male,23.0,4,84,2025-04-24 12:13:04,2025-04-24 12:39:04,Group Assignment,Course 5 - Their
15,Male,23.0,3,68,2025-04-24 12:13:04,2025-04-24 12:39:04,Group Assignment,Course 5 - Their
15,Male,23.0,2,64,2025-04-24 12:13:04,2025-04-24 12:39:04,Group Assignment,Course 5 - Their
15,Male,23.0,1,85,2025-04-24 12:13:04,2025-04-24 12:39:04,Group Assignment,Course 5 - Their
15,Male,23.0,5,93,2025-04-24 12:08:04,2025-04-24 12:16:04,Group Assignment,Course 5 - Their
15,Male,23.0,4,84,2025-04-24 12:08:04,2025-04-24 12:16:04,Group Assignment,Course 5 - Their
15,Male,23.0,3,68,2025-04-24 12:08:04,2025-04-24 12:16:04,Group Assignment,Course 5 - Their
15,Male,23.0,2,64,2025-04-24 12:08:04,2025-04-24 12:16:04,Group Assignment,Course 5 - Their
15,Male,23.0,1,85,2025-04-24 12:08:04,2025-04-24 12:16:04,Group Assignment,Course 5 - Their
15,Male,23.0,5,93,2025-05-02 11:48:07,2025-05-02 12:14:07,Group Assignment,Course 5 - Lead
15,Male,23.0,4,84,2025-05-02 11:48:07,2025-05-02 12:14:07,Group Assignment,Course 5 - Lead
15,Male,23.0,3,68,2025-05-02 11:48:07,2025-05-02 12:14:07,Group Assignment,Course 5 - Lead
15,Male,23.0,2,64,2025-05-02 11:48:07,2025-05-02 12:14:07,Group Assignment,Course 5 - Lead
15,Male,23.0,1,85,2025-05-02 11:48:07,2025-05-02 12:14:07,Group Assignment,Course 5 - Lead
15,Male,23.0,5,93,2025-04-25 16:46:07,2025-04-25 16:55:07,Individual Assignment,Course 5 - Need
15,Male,23.0,4,84,2025-04-25 16:46:07,2025-04-25 16:55:07,Individual Assignment,Course 5 - Need
15,Male,23.0,3,68,2025-04-25 16:46:07,2025-04-25 16:55:07,Individual Assignment,Course 5 - Need
15,Male,23.0,2,64,2025-04-25 16:46:07,2025-04-25 16:55:07,Individual Assignment,Course 5 - Need
15,Male,23.0,1,85,2025-04-25 16:46:07,2025-04-25 16:55:07,Individual Assignment,Course 5 - Need
15,Male,23.0,5,93,2025-04-25 16:40:07,2025-04-25 16:59:07,Individual Assignment,Course 5 - Need
15,Male,23.0,4,84,2025-04-25 16:40:07,2025-04-25 16:59:07,Individual Assignment,Course 5 - Need
15,Male,23.0,3,68,2025-04-25 16:40:07,2025-04-25 16:59:07,Individual Assignment,Course 5 - Need
15,Male,23.0,2,64,2025-04-25 16:40:07,2025-04-25 16:59:07,Individual Assignment,Course 5 - Need
15,Male,23.0,1,85,2025-04-25 16:40:07,2025-04-25 16:59:07,Individual Assignment,Course 5 - Need
15,Male,23.0,5,93,2025-04-25 16:39:07,2025-04-25 16:58:07,Individual Assignment,Course 5 - Need
15,Male,23.0,4,84,2025-04-25 16:39:07,2025-04-25 16:58:07,Individual Assignment,Course 5 - Need
15,Male,23.0,3,68,2025-04-25 16:39:07,2025-04-25 16:58:07,Individual Assignment,Course 5 - Need
15,Male,23.0,2,64,2025-04-25 16:39:07,2025-04-25 16:58:07,Individual Assignment,Course 5 - Need
15,Male,23.0,1,85,2025-04-25 16:39:07,2025-04-25 16:58:07,Individual Assignment,Course 5 - Need
16,Male,20.0,5,80,2025-04-24 14:25:51,2025-04-24 14:41:51,Individual Assignment,Course 1 - Job
16,Male,20.0,4,77,2025-04-24 14:25:51,2025-04-24 14:41:51,Individual Assignment,Course 1 - Job
16,Male,20.0,3,92,2025-04-24 14:25:51,2025-04-24 14:41:51,Individual Assignment,Course 1 - Job
16,Male,20.0,2,85,2025-04-24 14:25:51,2025-04-24 14:41:51,Individual Assignment,Course 1 - Job
16,Male,20.0,1,83,2025-04-24 14:25:51,2025-04-24 14:41:51,Individual Assignment,Course 1 - Job
16,Male,20.0,5,80,2025-05-04 00:21:00,2025-05-04 00:26:00,Individual Assignment,Course 1 - Century
16,Male,20.0,4,77,2025-05-04 00:21:00,2025-05-04 00:26:00,Individual Assignment,Course 1 - Century
16,Male,20.0,3,92,2025-05-04 00:21:00,2025-05-04 00:26:00,Individual Assignment,Course 1 - Century
16,Male,20.0,2,85,2025-05-04 00:21:00,2025-05-04 00:26:00,Individual Assignment,Course 1 - Century
16,Male,20.0,1,83,2025-05-04 00:21:00,2025-05-04 00:26:00,Individual Assignment,Course 1 - Century
16,Male,20.0,5,80,2025-05-04 00:22:00,2025-05-04 00:39:00,Individual Assignment,Course 1 - Century
16,Male,20.0,4,77,2025-05-04 00:22:00,2025-05-04 00:39:00,Individual Assignment,Course 1 - Century
16,Male,20.0,3,92,2025-05-04 00:22:00,2025-05-04 00:39:00,Individual Assignment,Course 1 - Century
16,Male,20.0,2,85,2025-05-04 00:22:00,2025-05-04 00:39:00,Individual Assignment,Course 1 - Century
16,Male,20.0,1,83,2025-05-04 00:22:00,2025-05-04 00:39:00,Individual Assignment,Course 1 - Century
16,Male,20.0,5,80,2025-04-22 23:32:54,2025-04-22 23:46:54,Group Assignment,Course 1 - Summer
16,Male,20.0,4,77,2025-04-22 23:32:54,2025-04-22 23:46:54,Group Assignment,Course 1 - Summer
16,Male,20.0,3,92,2025-04-22 23:32:54,2025-04-22 23:46:54,Group Assignment,Course 1 - Summer
16,Male,20.0,2,85,2025-04-22 23:32:54,2025-04-22 23:46:54,Group Assignment,Course 1 - Summer
16,Male,20.0,1,83,2025-04-22 23:32:54,2025-04-22 23:46:54,Group Assignment,Course 1 - Summer
16,Male,20.0,5,80,2025-04-22 23:31:54,2025-04-22 23:48:54,Group Assignment,Course 1 - Summer
16,Male,20.0,4,77,2025-04-22 23:31:54,2025-04-22 23:48:54,Group Assignment,Course 1 - Summer
16,Male,20.0,3,92,2025-04-22 23:31:54,2025-04-22 23:48:54,Group Assignment,Course 1 - Summer
16,Male,20.0,2,85,2025-04-22 23:31:54,2025-04-22 23:48:54,Group Assignment,Course 1 - Summer
16,Male,20.0,1,83,2025-04-22 23:31:54,2025-04-22 23:48:54,Group Assignment,Course 1 - Summer
16,Male,20.0,5,80,2025-04-22 23:34:54,2025-04-22 23:47:54,Group Assignment,Course 1 - Summer
16,Male,20.0,4,77,2025-04-22 23:34:54,2025-04-22 23:47:54,Group Assignment,Course 1 - Summer
16,Male,20.0,3,92,2025-04-22 23:34:54,2025-04-22 23:47:54,Group Assignment,Course 1 - Summer
16,Male,20.0,2,85,2025-04-22 23:34:54,2025-04-22 23:47:54,Group Assignment,Course 1 - Summer
16,Male,20.0,1,83,2025-04-22 23:34:54,2025-04-22 23:47:54,Group Assignment,Course 1 - Summer
16,Male,20.0,5,80,2025-04-28 08:35:42,2025-04-28 09:03:42,Quiz,Course 2 - Ahead
16,Male,20.0,4,77,2025-04-28 08:35:42,2025-04-28 09:03:42,Quiz,Course 2 - Ahead
16,Male,20.0,3,92,2025-04-28 08:35:42,2025-04-28 09:03:42,Quiz,Course 2 - Ahead
16,Male,20.0,2,85,2025-04-28 08:35:42,2025-04-28 09:03:42,Quiz,Course 2 - Ahead
16,Male,20.0,1,83,2025-04-28 08:35:42,2025-04-28 09:03:42,Quiz,Course 2 - Ahead
16,Male,20.0,5,80,2025-04-28 08:33:42,2025-04-28 08:45:42,Quiz,Course 2 - Ahead
16,Male,20.0,4,77,2025-04-28 08:33:42,2025-04-28 08:45:42,Quiz,Course 2 - Ahead
16,Male,20.0,3,92,2025-04-28 08:33:42,2025-04-28 08:45:42,Quiz,Course 2 - Ahead
16,Male,20.0,2,85,2025-04-28 08:33:42,2025-04-28 08:45:42,Quiz,Course 2 - Ahead
16,Male,20.0,1,83,2025-04-28 08:33:42,2025-04-28 08:45:42,Quiz,Course 2 - Ahead
16,Male,20.0,5,80,2025-04-28 08:36:42,2025-04-28 09:02:42,Quiz,Course 2 - Ahead
16,Male,20.0,4,77,2025-04-28 08:36:42,2025-04-28 09:02:42,Quiz,Course 2 - Ahead
16,Male,20.0,3,92,2025-04-28 08:36:42,2025-04-28 09:02:42,Quiz,Course 2 - Ahead
16,Male,20.0,2,85,2025-04-28 08:36:42,2025-04-28 09:02:42,Quiz,Course 2 - Ahead
16,Male,20.0,1,83,2025-04-28 08:36:42,2025-04-28 09:02:42,Quiz,Course 2 - Ahead
16,Male,20.0,5,80,2025-04-19 13:39:10,2025-04-19 13:58:10,Forum,Course 2 - Group
16,Male,20.0,4,77,2025-04-19 13:39:10,2025-04-19 13:58:10,Forum,Course 2 - Group
16,Male,20.0,3,92,2025-04-19 13:39:10,2025-04-19 13:58:10,Forum,Course 2 - Group
16,Male,20.0,2,85,2025-04-19 13:39:10,2025-04-19 13:58:10,Forum,Course 2 - Group
16,Male,20.0,1,83,2025-04-19 13:39:10,2025-04-19 13:58:10,Forum,Course 2 - Group
16,Male,20.0,5,80,2025-04-28 16:07:13,2025-04-28 16:16:13,Group Assignment,Course 2 - Charge
16,Male,20.0,4,77,2025-04-28 16:07:13,2025-04-28 16:16:13,Group Assignment,Course 2 - Charge
16,Male,20.0,3,92,2025-04-28 16:07:13,2025-04-28 16:16:13,Group Assignment,Course 2 - Charge
16,Male,20.0,2,85,2025-04-28 16:07:13,2025-04-28 16:16:13,Group Assignment,Course 2 - Charge
16,Male,20.0,1,83,2025-04-28 16:07:13,2025-04-28 16:16:13,Group Assignment,Course 2 - Charge
16,Male,20.0,5,80,2025-04-28 16:00:13,2025-04-28 16:12:13,Group Assignment,Course 2 - Charge
16,Male,20.0,4,77,2025-04-28 16:00:13,2025-04-28 16:12:13,Group Assignment,Course 2 - Charge
16,Male,20.0,3,92,2025-04-28 16:00:13,2025-04-28 16:12:13,Group Assignment,Course 2 - Charge
16,Male,20.0,2,85,2025-04-28 16:00:13,2025-04-28 16:12:13,Group Assignment,Course 2 - Charge
16,Male,20.0,1,83,2025-04-28 16:00:13,2025-04-28 16:12:13,Group Assignment,Course 2 - Charge
16,Male,20.0,5,80,2025-04-28 16:10:13,2025-04-28 16:39:13,Group Assignment,Course 2 - Charge
16,Male,20.0,4,77,2025-04-28 16:10:13,2025-04-28 16:39:13,Group Assignment,Course 2 - Charge
16,Male,20.0,3,92,2025-04-28 16:10:13,2025-04-28 16:39:13,Group Assignment,Course 2 - Charge
16,Male,20.0,2,85,2025-04-28 16:10:13,2025-04-28 16:39:13,Group Assignment,Course 2 - Charge
16,Male,20.0,1,83,2025-04-28 16:10:13,2025-04-28 16:39:13,Group Assignment,Course 2 - Charge
16,Male,20.0,5,80,2025-05-05 08:34:09,2025-05-05 08:55:09,Group Assignment,Course 3 - Week
16,Male,20.0,4,77,2025-05-05 08:34:09,2025-05-05 08:55:09,Group Assignment,Course 3 - Week
16,Male,20.0,3,92,2025-05-05 08:34:09,2025-05-05 08:55:09,Group Assignment,Course 3 - Week
16,Male,20.0,2,85,2025-05-05 08:34:09,2025-05-05 08:55:09,Group Assignment,Course 3 - Week
16,Male,20.0,1,83,2025-05-05 08:34:09,2025-05-05 08:55:09,Group Assignment,Course 3 - Week
16,Male,20.0,5,80,2025-05-05 08:36:09,2025-05-05 09:05:09,Group Assignment,Course 3 - Week
16,Male,20.0,4,77,2025-05-05 08:36:09,2025-05-05 09:05:09,Group Assignment,Course 3 - Week
16,Male,20.0,3,92,2025-05-05 08:36:09,2025-05-05 09:05:09,Group Assignment,Course 3 - Week
16,Male,20.0,2,85,2025-05-05 08:36:09,2025-05-05 09:05:09,Group Assignment,Course 3 - Week
16,Male,20.0,1,83,2025-05-05 08:36:09,2025-05-05 09:05:09,Group Assignment,Course 3 - Week
16,Male,20.0,5,80,2025-04-20 04:31:10,2025-04-20 04:42:10,Forum,Course 3 - Do
16,Male,20.0,4,77,2025-04-20 04:31:10,2025-04-20 04:42:10,Forum,Course 3 - Do
16,Male,20.0,3,92,2025-04-20 04:31:10,2025-04-20 04:42:10,Forum,Course 3 - Do
16,Male,20.0,2,85,2025-04-20 04:31:10,2025-04-20 04:42:10,Forum,Course 3 - Do
16,Male,20.0,1,83,2025-04-20 04:31:10,2025-04-20 04:42:10,Forum,Course 3 - Do
16,Male,20.0,5,80,2025-04-20 04:29:10,2025-04-20 04:48:10,Forum,Course 3 - Do
16,Male,20.0,4,77,2025-04-20 04:29:10,2025-04-20 04:48:10,Forum,Course 3 - Do
16,Male,20.0,3,92,2025-04-20 04:29:10,2025-04-20 04:48:10,Forum,Course 3 - Do
16,Male,20.0,2,85,2025-04-20 04:29:10,2025-04-20 04:48:10,Forum,Course 3 - Do
16,Male,20.0,1,83,2025-04-20 04:29:10,2025-04-20 04:48:10,Forum,Course 3 - Do
16,Male,20.0,5,80,2025-04-20 04:27:10,2025-04-20 04:37:10,Forum,Course 3 - Do
16,Male,20.0,4,77,2025-04-20 04:27:10,2025-04-20 04:37:10,Forum,Course 3 - Do
16,Male,20.0,3,92,2025-04-20 04:27:10,2025-04-20 04:37:10,Forum,Course 3 - Do
16,Male,20.0,2,85,2025-04-20 04:27:10,2025-04-20 04:37:10,Forum,Course 3 - Do
16,Male,20.0,1,83,2025-04-20 04:27:10,2025-04-20 04:37:10,Forum,Course 3 - Do
16,Male,20.0,5,80,2025-04-29 22:35:53,2025-04-29 22:42:53,Individual Assignment,Course 3 - Key
16,Male,20.0,4,77,2025-04-29 22:35:53,2025-04-29 22:42:53,Individual Assignment,Course 3 - Key
16,Male,20.0,3,92,2025-04-29 22:35:53,2025-04-29 22:42:53,Individual Assignment,Course 3 - Key
16,Male,20.0,2,85,2025-04-29 22:35:53,2025-04-29 22:42:53,Individual Assignment,Course 3 - Key
16,Male,20.0,1,83,2025-04-29 22:35:53,2025-04-29 22:42:53,Individual Assignment,Course 3 - Key
16,Male,20.0,5,80,2025-04-29 22:32:53,2025-04-29 22:51:53,Individual Assignment,Course 3 - Key
16,Male,20.0,4,77,2025-04-29 22:32:53,2025-04-29 22:51:53,Individual Assignment,Course 3 - Key
16,Male,20.0,3,92,2025-04-29 22:32:53,2025-04-29 22:51:53,Individual Assignment,Course 3 - Key
16,Male,20.0,2,85,2025-04-29 22:32:53,2025-04-29 22:51:53,Individual Assignment,Course 3 - Key
16,Male,20.0,1,83,2025-04-29 22:32:53,2025-04-29 22:51:53,Individual Assignment,Course 3 - Key
16,Male,20.0,5,80,2025-04-29 22:38:53,2025-04-29 22:45:53,Individual Assignment,Course 3 - Key
16,Male,20.0,4,77,2025-04-29 22:38:53,2025-04-29 22:45:53,Individual Assignment,Course 3 - Key
16,Male,20.0,3,92,2025-04-29 22:38:53,2025-04-29 22:45:53,Individual Assignment,Course 3 - Key
16,Male,20.0,2,85,2025-04-29 22:38:53,2025-04-29 22:45:53,Individual Assignment,Course 3 - Key
16,Male,20.0,1,83,2025-04-29 22:38:53,2025-04-29 22:45:53,Individual Assignment,Course 3 - Key
16,Male,20.0,5,80,2025-05-03 19:33:46,2025-05-03 19:39:46,Group Assignment,Course 4 - Third
16,Male,20.0,4,77,2025-05-03 19:33:46,2025-05-03 19:39:46,Group Assignment,Course 4 - Third
16,Male,20.0,3,92,2025-05-03 19:33:46,2025-05-03 19:39:46,Group Assignment,Course 4 - Third
16,Male,20.0,2,85,2025-05-03 19:33:46,2025-05-03 19:39:46,Group Assignment,Course 4 - Third
16,Male,20.0,1,83,2025-05-03 19:33:46,2025-05-03 19:39:46,Group Assignment,Course 4 - Third
16,Male,20.0,5,80,2025-05-09 09:07:39,2025-05-09 09:26:39,Forum,Course 4 - Look
16,Male,20.0,4,77,2025-05-09 09:07:39,2025-05-09 09:26:39,Forum,Course 4 - Look
16,Male,20.0,3,92,2025-05-09 09:07:39,2025-05-09 09:26:39,Forum,Course 4 - Look
16,Male,20.0,2,85,2025-05-09 09:07:39,2025-05-09 09:26:39,Forum,Course 4 - Look
16,Male,20.0,1,83,2025-05-09 09:07:39,2025-05-09 09:26:39,Forum,Course 4 - Look
16,Male,20.0,5,80,2025-05-09 09:05:39,2025-05-09 09:12:39,Forum,Course 4 - Look
16,Male,20.0,4,77,2025-05-09 09:05:39,2025-05-09 09:12:39,Forum,Course 4 - Look
16,Male,20.0,3,92,2025-05-09 09:05:39,2025-05-09 09:12:39,Forum,Course 4 - Look
16,Male,20.0,2,85,2025-05-09 09:05:39,2025-05-09 09:12:39,Forum,Course 4 - Look
16,Male,20.0,1,83,2025-05-09 09:05:39,2025-05-09 09:12:39,Forum,Course 4 - Look
16,Male,20.0,5,80,2025-05-05 17:42:06,2025-05-05 17:53:06,Individual Assignment,Course 4 - Purpose
16,Male,20.0,4,77,2025-05-05 17:42:06,2025-05-05 17:53:06,Individual Assignment,Course 4 - Purpose
16,Male,20.0,3,92,2025-05-05 17:42:06,2025-05-05 17:53:06,Individual Assignment,Course 4 - Purpose
16,Male,20.0,2,85,2025-05-05 17:42:06,2025-05-05 17:53:06,Individual Assignment,Course 4 - Purpose
16,Male,20.0,1,83,2025-05-05 17:42:06,2025-05-05 17:53:06,Individual Assignment,Course 4 - Purpose
16,Male,20.0,5,80,2025-05-05 17:51:06,2025-05-05 18:16:06,Individual Assignment,Course 4 - Purpose
16,Male,20.0,4,77,2025-05-05 17:51:06,2025-05-05 18:16:06,Individual Assignment,Course 4 - Purpose
16,Male,20.0,3,92,2025-05-05 17:51:06,2025-05-05 18:16:06,Individual Assignment,Course 4 - Purpose
16,Male,20.0,2,85,2025-05-05 17:51:06,2025-05-05 18:16:06,Individual Assignment,Course 4 - Purpose
16,Male,20.0,1,83,2025-05-05 17:51:06,2025-05-05 18:16:06,Individual Assignment,Course 4 - Purpose
16,Male,20.0,5,80,2025-04-24 12:10:04,2025-04-24 12:19:04,Group Assignment,Course 5 - Their
16,Male,20.0,4,77,2025-04-24 12:10:04,2025-04-24 12:19:04,Group Assignment,Course 5 - Their
16,Male,20.0,3,92,2025-04-24 12:10:04,2025-04-24 12:19:04,Group Assignment,Course 5 - Their
16,Male,20.0,2,85,2025-04-24 12:10:04,2025-04-24 12:19:04,Group Assignment,Course 5 - Their
16,Male,20.0,1,83,2025-04-24 12:10:04,2025-04-24 12:19:04,Group Assignment,Course 5 - Their
16,Male,20.0,5,80,2025-04-24 12:12:04,2025-04-24 12:26:04,Group Assignment,Course 5 - Their
16,Male,20.0,4,77,2025-04-24 12:12:04,2025-04-24 12:26:04,Group Assignment,Course 5 - Their
16,Male,20.0,3,92,2025-04-24 12:12:04,2025-04-24 12:26:04,Group Assignment,Course 5 - Their
16,Male,20.0,2,85,2025-04-24 12:12:04,2025-04-24 12:26:04,Group Assignment,Course 5 - Their
16,Male,20.0,1,83,2025-04-24 12:12:04,2025-04-24 12:26:04,Group Assignment,Course 5 - Their
16,Male,20.0,5,80,2025-05-02 11:49:07,2025-05-02 12:03:07,Group Assignment,Course 5 - Lead
16,Male,20.0,4,77,2025-05-02 11:49:07,2025-05-02 12:03:07,Group Assignment,Course 5 - Lead
16,Male,20.0,3,92,2025-05-02 11:49:07,2025-05-02 12:03:07,Group Assignment,Course 5 - Lead
16,Male,20.0,2,85,2025-05-02 11:49:07,2025-05-02 12:03:07,Group Assignment,Course 5 - Lead
16,Male,20.0,1,83,2025-05-02 11:49:07,2025-05-02 12:03:07,Group Assignment,Course 5 - Lead
16,Male,20.0,5,80,2025-05-02 11:48:07,2025-05-02 12:11:07,Group Assignment,Course 5 - Lead
16,Male,20.0,4,77,2025-05-02 11:48:07,2025-05-02 12:11:07,Group Assignment,Course 5 - Lead
16,Male,20.0,3,92,2025-05-02 11:48:07,2025-05-02 12:11:07,Group Assignment,Course 5 - Lead
16,Male,20.0,2,85,2025-05-02 11:48:07,2025-05-02 12:11:07,Group Assignment,Course 5 - Lead
16,Male,20.0,1,83,2025-05-02 11:48:07,2025-05-02 12:11:07,Group Assignment,Course 5 - Lead
16,Male,20.0,5,80,2025-04-25 16:45:07,2025-04-25 16:52:07,Individual Assignment,Course 5 - Need
16,Male,20.0,4,77,2025-04-25 16:45:07,2025-04-25 16:52:07,Individual Assignment,Course 5 - Need
16,Male,20.0,3,92,2025-04-25 16:45:07,2025-04-25 16:52:07,Individual Assignment,Course 5 - Need
16,Male,20.0,2,85,2025-04-25 16:45:07,2025-04-25 16:52:07,Individual Assignment,Course 5 - Need
16,Male,20.0,1,83,2025-04-25 16:45:07,2025-04-25 16:52:07,Individual Assignment,Course 5 - Need
16,Male,20.0,5,80,2025-04-25 16:39:07,2025-04-25 16:52:07,Individual Assignment,Course 5 - Need
16,Male,20.0,4,77,2025-04-25 16:39:07,2025-04-25 16:52:07,Individual Assignment,Course 5 - Need
16,Male,20.0,3,92,2025-04-25 16:39:07,2025-04-25 16:52:07,Individual Assignment,Course 5 - Need
16,Male,20.0,2,85,2025-04-25 16:39:07,2025-04-25 16:52:07,Individual Assignment,Course 5 - Need
16,Male,20.0,1,83,2025-04-25 16:39:07,2025-04-25 16:52:07,Individual Assignment,Course 5 - Need
17,Female,20.0,5,81,2025-04-24 14:28:51,2025-04-24 14:38:51,Individual Assignment,Course 1 - Job
17,Female,20.0,4,58,2025-04-24 14:28:51,2025-04-24 14:38:51,Individual Assignment,Course 1 - Job
17,Female,20.0,3,59,2025-04-24 14:28:51,2025-04-24 14:38:51,Individual Assignment,Course 1 - Job
17,Female,20.0,2,74,2025-04-24 14:28:51,2025-04-24 14:38:51,Individual Assignment,Course 1 - Job
17,Female,20.0,1,72,2025-04-24 14:28:51,2025-04-24 14:38:51,Individual Assignment,Course 1 - Job
17,Female,20.0,5,81,2025-04-24 14:31:51,2025-04-24 14:58:51,Individual Assignment,Course 1 - Job
17,Female,20.0,4,58,2025-04-24 14:31:51,2025-04-24 14:58:51,Individual Assignment,Course 1 - Job
17,Female,20.0,3,59,2025-04-24 14:31:51,2025-04-24 14:58:51,Individual Assignment,Course 1 - Job
17,Female,20.0,2,74,2025-04-24 14:31:51,2025-04-24 14:58:51,Individual Assignment,Course 1 - Job
17,Female,20.0,1,72,2025-04-24 14:31:51,2025-04-24 14:58:51,Individual Assignment,Course 1 - Job
17,Female,20.0,5,81,2025-04-24 14:34:51,2025-04-24 14:57:51,Individual Assignment,Course 1 - Job
17,Female,20.0,4,58,2025-04-24 14:34:51,2025-04-24 14:57:51,Individual Assignment,Course 1 - Job
17,Female,20.0,3,59,2025-04-24 14:34:51,2025-04-24 14:57:51,Individual Assignment,Course 1 - Job
17,Female,20.0,2,74,2025-04-24 14:34:51,2025-04-24 14:57:51,Individual Assignment,Course 1 - Job
17,Female,20.0,1,72,2025-04-24 14:34:51,2025-04-24 14:57:51,Individual Assignment,Course 1 - Job
17,Female,20.0,5,81,2025-05-04 00:24:00,2025-05-04 00:47:00,Individual Assignment,Course 1 - Century
17,Female,20.0,4,58,2025-05-04 00:24:00,2025-05-04 00:47:00,Individual Assignment,Course 1 - Century
17,Female,20.0,3,59,2025-05-04 00:24:00,2025-05-04 00:47:00,Individual Assignment,Course 1 - Century
17,Female,20.0,2,74,2025-05-04 00:24:00,2025-05-04 00:47:00,Individual Assignment,Course 1 - Century
17,Female,20.0,1,72,2025-05-04 00:24:00,2025-05-04 00:47:00,Individual Assignment,Course 1 - Century
17,Female,20.0,5,81,2025-05-04 00:21:00,2025-05-04 00:28:00,Individual Assignment,Course 1 - Century
17,Female,20.0,4,58,2025-05-04 00:21:00,2025-05-04 00:28:00,Individual Assignment,Course 1 - Century
17,Female,20.0,3,59,2025-05-04 00:21:00,2025-05-04 00:28:00,Individual Assignment,Course 1 - Century
17,Female,20.0,2,74,2025-05-04 00:21:00,2025-05-04 00:28:00,Individual Assignment,Course 1 - Century
17,Female,20.0,1,72,2025-05-04 00:21:00,2025-05-04 00:28:00,Individual Assignment,Course 1 - Century
17,Female,20.0,5,81,2025-04-22 23:32:54,2025-04-22 23:40:54,Group Assignment,Course 1 - Summer
17,Female,20.0,4,58,2025-04-22 23:32:54,2025-04-22 23:40:54,Group Assignment,Course 1 - Summer
17,Female,20.0,3,59,2025-04-22 23:32:54,2025-04-22 23:40:54,Group Assignment,Course 1 - Summer
17,Female,20.0,2,74,2025-04-22 23:32:54,2025-04-22 23:40:54,Group Assignment,Course 1 - Summer
17,Female,20.0,1,72,2025-04-22 23:32:54,2025-04-22 23:40:54,Group Assignment,Course 1 - Summer
17,Female,20.0,5,81,2025-04-22 23:25:54,2025-04-22 23:45:54,Group Assignment,Course 1 - Summer
17,Female,20.0,4,58,2025-04-22 23:25:54,2025-04-22 23:45:54,Group Assignment,Course 1 - Summer
17,Female,20.0,3,59,2025-04-22 23:25:54,2025-04-22 23:45:54,Group Assignment,Course 1 - Summer
17,Female,20.0,2,74,2025-04-22 23:25:54,2025-04-22 23:45:54,Group Assignment,Course 1 - Summer
17,Female,20.0,1,72,2025-04-22 23:25:54,2025-04-22 23:45:54,Group Assignment,Course 1 - Summer
17,Female,20.0,5,81,2025-04-28 08:32:42,2025-04-28 08:38:42,Quiz,Course 2 - Ahead
17,Female,20.0,4,58,2025-04-28 08:32:42,2025-04-28 08:38:42,Quiz,Course 2 - Ahead
17,Female,20.0,3,59,2025-04-28 08:32:42,2025-04-28 08:38:42,Quiz,Course 2 - Ahead
17,Female,20.0,2,74,2025-04-28 08:32:42,2025-04-28 08:38:42,Quiz,Course 2 - Ahead
17,Female,20.0,1,72,2025-04-28 08:32:42,2025-04-28 08:38:42,Quiz,Course 2 - Ahead
